startup,text
addd,업력5.6년
addd,최근 투자 유치일 순
addd,예능/드라마 제작
addd,주요 임직원
addd,임직원 수 (2025-03)
addd,Series A125억원
addd,문의master@thevc.kr
addd,사람들이 함께 본 회사4개사
addd,브이원프라이빗에쿼티사모투자조합
addd,애드한국∙스타트업
addd,라이너라이너
addd,넥스아이면역항암제
addd,회사분야고용인원 순고용인원 증감??위애드7년차∙스타트업광고마케팅29명2025-03-014명 증가1개월 전 대비1위바로 확인 가능7년차∙스타트업광고마케팅바로 확인 가능바로 확인 가능2위바로 확인 가능7년차∙스타트업광고마케팅바로 확인 가능바로 확인 가능
addd,다다닥헬스케어다다닥
addd,퓨처플레이액셀러레이팅
addd,50라포랩스퀸잇
addd,"美, 구글 광고기술도 강제 매각 추진...온라인 독점 제동"
addd,뤼튼테크놀로지스
addd,업력 7년 이하의 다른 광고마케팅 스타트업업력고용인원 순회사분야고용인원 순고용인원 증감??위애드7년차∙스타트업광고마케팅29명2025-03-014명 증가1개월 전 대비1위바로 확인 가능7년차∙스타트업광고마케팅바로 확인 가능바로 확인 가능2위바로 확인 가능7년차∙스타트업광고마케팅바로 확인 가능바로 확인 가능데이터베이스에서 확인하기
addd,"[줌인] 캣츠아이, K팝 방법론 통했다... '날리'로 인기 방점"
addd,AI 반도체
addd,96로보스도축장 자동화 로봇 솔루션
addd,십일리터라이펫
addd,투자 유치수정 요청
addd,"최근 뉴스더보기2시간 전[전화성의 스타트업 모닝커피 1069회] 애드2일 전[줌인] 캣츠아이, K팝 방법론 통했다... '날리'로 인기 방점4일 전최현화 모델 캐스팅 전문가님께8일 전美, 구글 광고기술도 강제 매각 추진...온라인 독점 제동"
addd,데이터베이스
addd,"유사 회사12개사회사제품/서비스기술분야투자 유치현재애드한국∙스타트업달고AI 기반 광고효과측정 분석 및 모빌리티 광고매칭 플랫폼인공지능광고마케팅마케팅솔루션Series A63억 1953만원77%코드365한국∙스타트업임팩트마이크로인플루언서 AI 마케팅 플랫폼인공지능광고마케팅마케팅솔루션Seed5000만원75%디노스튜디오한국∙스타트업크레브유튜버 광고주 매칭 플랫폼광고네트워크광고마케팅마케팅솔루션Pre-A2억 16만원75%파이온코퍼레이션한국∙스타트업브이캣AI 기반 광고 영상 자동 제작 솔루션인공지능광고마케팅마케팅솔루션Series A125억원75%플레이업파트너스한국∙중소기업플레이업스타트업의 비즈니스 모델을 자동 인식하여 IR 자료를 생성하는 시스템인공지능광고마케팅마케팅솔루션Seed1억원75%파일러한국∙스타트업에이드AI 동영상 맥락분석 기반 유해 콘텐츠 광고 노출 차단 솔루션인공지능광고마케팅마케팅솔루션Series A325억원75%아토모스한국∙중소기업아토모스브랜드, 마케팅, 커머스 분야에서 디지털 마케팅 솔루션과 AI 기반 광고 성과 분석 제공인공지능광고마케팅마케팅솔루션Seed4억원더보기 6 / 12"
addd,48숲아프리카티비
addd,로보스도축장 자동화 로봇 솔루션
addd,15모빌리티원M1UCS
addd,에 위치해있습니다.
addd,미디어커머스
addd,KBS NEWS
addd,매출 (2024)
addd,모빌리티원M1UCS
addd,산업용 로봇
addd,91테크타카아르고
addd,블루포인트파트너스액셀러레이팅
addd,투자 유치4
addd,"한국경제티브이8일 전美, 구글 광고기술도 강제 매각 추진...온라인 독점 제동로이터와 블룸버그에 따르면 미 법무부는 5일 밤(현지시간) 법원에 제출한 소장에서 구글이 '애드엑스'(AdX) 사업을 즉각 매각토록 명령해 달라고 요청했다. 또 '구글 애드 매니저' 사업도 단계를 거쳐 매각토록 명령해...애드"
addd,"당사 및 당사 임직원은 절대로 문자 또는 카카오톡 등을 통한 투자 상담 및 계좌 입금 유도를 하지 않으며, 유사 증권/가상화폐 거래소를 일절 운영하고 있지 않습니다. 이러한 범죄행위로 인하여 피해를 보시는 일이 없도록 주의해주시기를 바랍니다. 당사가 2016년부터 운영 중인 웹서비스 도메인은 thevc.kr가 유일합니다. imthevc.com, itvsjh.com등은 당사가 운영하는 웹서비스가 아닙니다."
addd,"더브이씨(THE VC)에서 제공하는 정보는 신뢰할 만한 자료 및 정보로부터 얻어진 것이나 그 정확성이나 완전성을 보장 할 수 없으며, 시간이 경과함에 따라 변경될 수 있습니다. 따라서 정보의 오류, 누락에 대하여 더브이씨(THE VC) 또는 더브이씨(THE VC)에 자료를 제공하는 기관에서는 그 결과에 대해 법적인 책임을 지지 않습니다. 모든 콘텐츠에 대한 저작권은 더브이씨(THE VC)에 있으며 사전 허가없이 이를 무단으로 사용하거나, 데이터베이스화 할 경우 민형사상 책임을 물을 수 있습니다.당사 및 당사 임직원은 절대로 문자 또는 카카오톡 등을 통한 투자 상담 및 계좌 입금 유도를 하지 않으며, 유사 증권/가상화폐 거래소를 일절 운영하고 있지 않습니다. 이러한 범죄행위로 인하여 피해를 보시는 일이 없도록 주의해주시기를 바랍니다. 당사가 2016년부터 운영 중인 웹서비스 도메인은 thevc.kr가 유일합니다. imthevc.com, itvsjh.com등은 당사가 운영하는 웹서비스가 아닙니다.자세히 보기"
addd,최근 1년간 입사자
addd,대교인베스트먼트
addd,66레몬트리퍼핀
addd,42스콘미츄
addd,"* 과거 회사명부터 지금 회사명까지의 인원 변동을 확인할 수 있습니다.* 본점, 지점의 고용 데이터를 합산하여 산출한 결과입니다."
addd,??위애드7년차∙스타트업
addd,77%코드365한국∙스타트업
addd,플레이업스타트업의 비즈니스 모델을 자동 인식하여 IR 자료를 생성하는 시스템
addd,master@thevc.kr
addd,투자 라운드 (4건)Series A
addd,한국∙벤처캐피탈
addd,플랫포스폰기프트
addd,제네시스프라이빗에쿼티사모투자조합
addd,"본사 주소한국, 대전광역시대전광역시 유성구 대학로 143-1, 1층 엠1호(궁동)"
addd,"광고대행사 한컴(전 삼희기획)과 HS애드(전 LG애드)에서 일했다. 『당신은 특별합니다』, 『북두칠성 브랜딩』, 『편지, 쓰고 볼 일입니다』, 『이젠 휘둘리지 마!』, 『이태원 러브레터』, 『응크라테스의 직장인..."
addd,34두잇두잇
addd,47제네시스프라이빗에쿼티사모투자조합
addd,연락처이메일로그인 필요전화번호알 수 없음홈페이지addd.ai
addd,98플렉슬플렉슬
addd,93리브스메드아티센셜
addd,Seed5000만원
addd,조회수 랭킹
addd,87제트에이아이블럭스
addd,"고용 인원국민연금(2025-04-24 갱신)총 인원28명최근 1년간 입사자17명최근 1년간 퇴사자16명2020년 ~ 2025년최근 2년다운로드* 과거 회사명부터 지금 회사명까지의 인원 변동을 확인할 수 있습니다.* 본점, 지점의 고용 데이터를 합산하여 산출한 결과입니다."
addd,일반형 팁스(TIPS)
addd,"MBN14일 전차병원, 국내 난임센터 첫 일본 진출협약식에는 차광렬 차병원·바이오그룹 글로벌종합연구소장, 차원태 차 의과학대학교 총장, 최석윤 차바이오텍 총괄 부회장, 윤도흠 차병원 의료원장, 윤경욱 차헬스케어 대표, 한기원 차바이오텍 해외사업본부장, 오카...애드차헬스케어"
addd,23컬리마켓컬리
addd,선택한 투자 유치로그인 필요
addd,한국∙액셀러레이터
addd,7개사(명)
addd,중앙일보22일 전
addd,인공지능기술
addd,인증 및 자격🧪일반형 팁스(TIPS)R&D 자금 최대 5억원(2년) + 창업사업화·해외마케팅 자금 각 최대 1억원
addd,에서 더 많은 정보를 확인하세요
addd,제트에이아이
addd,전기차 충전기
addd,대표∙설립자
addd,트웰브랩스페가수스
addd,코드365∙디노스튜디오∙파이온코퍼레이션∙플레이업파트너스
addd,제품/서비스총 1개
addd,숲아프리카티비
addd,61클라썸클라썸
addd,남도마켓남도마켓
addd,로그인 필요
addd,총 인원28명최근 1년간 입사자17명최근 1년간 퇴사자16명
addd,총 투자 유치
addd,파이온코퍼레이션
addd,웹사이트다운로드2년간의 MAU를 확인하고다운로드 해보세요프로 플랜 필요에서 더 많은 정보를 확인하세요달고AI 기반 광고효과측정 분석 및 모빌리티 광고매칭 플랫폼인공지능기술광고마케팅마케팅솔루션분야오투오O2O중개사업 형태웹사이트운영
addd,등기부등본 (2025-03-14 갱신)
addd,자본금로그인 필요undefined 기준 ?원등기부등본 (2025-03-14 갱신)
addd,비바리퍼블리카
addd,YoY 0%
addd,애드차헬스케어
addd,"사업자 등록번호426-81-00521| 주식회사더브이씨서울특별시 마포구 만리재옛길 36, 2층 211-17호 | 대표변재극통신판매신고 제2017-서울마포-1223호문의master@thevc.krCopyright ©THE VCInc. All rights reserved."
addd,17크레딧데이터크레딧잡
addd,가 주요 제품/서비스입니다.
addd,대전광역시 소재의 다른 광고마케팅 스타트업소재지총 투자 유치 금액 순
addd,NOL 야놀자
addd,2년간의 MAU를 확인하고다운로드 해보세요프로 플랜 필요
addd,아토모스한국∙중소기업
addd,파일러한국∙스타트업
addd,"차병원, 국내 난임센터 첫 일본 진출"
addd,현재 라운드Series A투자총 투자 유치63억+선택한 라운드비공개알 수 없음선택한 투자 유치로그인 필요두 원이 겹쳐진 영역을 반복해서 누르면 가려진 원이 선택됩니다.전체 투자자7개사(명)데브시스터즈벤처스한국∙기업벤처캐피탈포항공과대학교기술지주한국∙액셀러레이터퓨처플레이한국∙액셀러레이터더웰스인베스트먼트한국∙벤처캐피탈신용보증기금한국∙금융회사신한자산운용한국∙금융회사베이직/프로 플랜 필요베이직/프로 플랜 필요
addd,스모어톡플라멜
addd,2019년 9월
addd,여기어때컴퍼니여기어때
addd,그래비티벤처스투자조합
addd,씨피엔터테인먼트
addd,일간주간월간
addd,버킷플레이스오늘의집
addd,교육/연구기관
addd,문학뉴스4일 전
addd,한국경제티브이8일 전
addd,코스토리파파레서피
addd,최근 1년간 퇴사자
addd,라포랩스퀸잇
addd,특허 (11개월 전)6개
addd,포항공과대학교기술지주
addd,애드에스케이브로드밴드
addd,업력고용인원 순
addd,주요 임직원총 1명수정 요청
addd,"뉴스총 182개플래텀2시간 전[전화성의 스타트업 모닝커피 1069회] 애드주요 서비스로는 옥외광고 플랫폼 '애드링크'와 강남 핵심 클리닉 제휴 광고 매체 '달고D' 등이 있으며, 스마트 모빌리티 광고 송출 매체에 대한 규제 샌드박스 승인을 받기도 했다. 애드는 현재 씨엔티테크의 스포츠...애드일간스포츠2일 전[줌인] 캣츠아이, K팝 방법론 통했다... '날리'로 인기 방점이는 미국 팝 밴드 마룬5, 영국 싱어송라이터 애드 시런 등 세계적인 팝스타들을 제친 기록이다. '날리'는 지난달 30일 음원 공개 18시간 만에 뜨거웠다. 스포티파이에서 100만 스트리밍을 돌파한 것. 이에 기대...애드문학뉴스4일 전최현화 모델 캐스팅 전문가님께광고대행사 한컴(전 삼희기획)과 HS애드(전 LG애드)에서 일했다. 『당신은 특별합니다』, 『북두칠성 브랜딩』, 『편지, 쓰고 볼 일입니다』, 『이젠 휘둘리지 마!』, 『이태원 러브레터』, 『응크라테스의 직장인...애드리턴한국경제티브이8일 전美, 구글 광고기술도 강제 매각 추진...온라인 독점 제동로이터와 블룸버그에 따르면 미 법무부는 5일 밤(현지시간) 법원에 제출한 소장에서 구글이 '애드엑스'(AdX) 사업을 즉각 매각토록 명령해 달라고 요청했다. 또 '구글 애드 매니저' 사업도 단계를 거쳐 매각토록 명령해...애드문학뉴스9일 전'전설 고청(高淸) 53', 통영에 전설을 새기다광고대행사 한컴(전 삼희기획)과 HS애드(전 LG애드)에서 일했다. 『당신은 특별합니다』, 『북두칠성 브랜딩』, 『편지, 쓰고 볼 일입니다』, 『이젠 휘둘리지 마!』, 『이태원 러브레터』, 『응크라테스의 직장인...애드MBN14일 전차병원, 국내 난임센터 첫 일본 진출협약식에는 차광렬 차병원·바이오그룹 글로벌종합연구소장, 차원태 차 의과학대학교 총장, 최석윤 차바이오텍 총괄 부회장, 윤도흠 차병원 의료원장, 윤경욱 차헬스케어 대표, 한기원 차바이오텍 해외사업본부장, 오카...애드차헬스케어아시아경제19일 전방송·제작사 미래 AI 활용 전략, 키포인트는...박찬수 HS애드 대표는 'AI 시대 광고산업 변화와 전망'을 주제로 광고영상 콘텐츠 제작이 변화하는 흐름을 소개한다. 기업들의 경쟁 화두가 AI 기술 활용 능력에서 콘텐츠의 완성도로 달라진 과정을 돌아보며 필수적 요건...애드KBS NEWS20일 전[성공예감] '화성'까지 진짜 '로켓' 배송? 우주 산업에서 지금 벌어...◆ 조가연> 예 여기가 이제 2023년도에 설립된 한국의 인세라 솔루션이라고 하는 스타트업이 시도하고 예... 앞서 설명드린 그 디오빗이라고 하는 이탈리아의 우주 배송 우주 물류 서비스 기업 같은 경우도 우주 폐기물을...애드인세라솔루션+5뉴스엔미디어21일 전""외모 체크"" 유행시킨 엔믹스 해원, 백상 예능상·인기상 후보 등극2022년 2월 22일 NMIXX 싱글 'AD MARE'(애드 마레)로 데뷔한 후 2025년 3월 미니 4집 'Fe3O4: FORWARD'(에프이쓰리오포: 포워드) 활동에 이르기까지 비주얼, 퍼포먼스, 가창력 등 각 요소를 고루 갖춘 '육각형 걸그룹'의 리더로...애드전자신문21일 전씨엔티테크, '2025 스포츠산업 창업도약센터' 지원 대상 13개 스타트업 ...선정된 기업은 △루디멘터리(기능성 러닝 브랜드 및 플랫폼) △맹그로브솔루션(장애인·비장애인용 스마트 운동기구) △민트멤버스(스포츠·패션 케어 SaaS) △바크(센서 기반 맞춤형 스마트 풋웨어) △애드(인터랙티브...애드중앙일보22일 전[라이프 트렌드&] AI 기술 적용한 디지털 사이니지로 리테일 미디어 시...애드(On AD)' 매년 100% 매출 성장 기록 SK텔레콤의 다양한 AI 솔루션 접목 데이터 분석 통해 맞춤형 광고 제작 매장 광고 효과 측정, 최적화도 가능 AI 기술을 적용한 SK브로드밴드의 디지털 사이니지 'B tv 온애드...애드에스케이브로드밴드IMPACT ON23일 전구글, 광고도 검색도 독점...구조조정 불가피브링케마 판사는 구글이 광고 거래소인 애드 엑스(AdX)와 퍼블리셔용 광고 서버인 '더블클릭 포 퍼블리셔스(DoubleClick for Publishers, DFP)'를 통해 시장을 불법적으로 독점했다고 판단했다. 다만 광고 구매자용 도구...애드더보기 12 / 182"
addd,부명한국∙스타트업
addd,애드2018-04-17 - 설립
addd,7년차∙스타트업
addd,75%플레이업파트너스한국∙중소기업
addd,로보원산업용 로봇
addd,사람들이 함께 본 회사4개사부명한국∙스타트업브이앤에스자산운용한국∙금융회사오투메디한국∙스타트업템퍼스한국∙스타트업
addd,주식회사애드(Addd)는2019년 9월에 설립된한국계∙스타트업입니다.광고마케팅∙마케팅솔루션분야의달고가 주요 제품/서비스입니다.본사는한국∙대전광역시에 위치해있습니다.현재 대표자는안상현입니다.유사 기업은코드365∙디노스튜디오∙파이온코퍼레이션∙플레이업파트너스등이 있습니다.
addd,오투오O2O
addd,유사 회사12개사
addd,"중앙일보22일 전[라이프 트렌드&] AI 기술 적용한 디지털 사이니지로 리테일 미디어 시...애드(On AD)' 매년 100% 매출 성장 기록 SK텔레콤의 다양한 AI 솔루션 접목 데이터 분석 통해 맞춤형 광고 제작 매장 광고 효과 측정, 최적화도 가능 AI 기술을 적용한 SK브로드밴드의 디지털 사이니지 'B tv 온애드...애드에스케이브로드밴드"
addd,신용보증기금
addd,2023-05-31Series A
addd,애드인세라솔루션+5
addd,모난돌컴퍼니럭키밀
addd,데브시스터즈벤처스
addd,한국∙기업벤처캐피탈
addd,투자 유치수정 요청현재 라운드Series A투자총 투자 유치63억+선택한 라운드비공개알 수 없음선택한 투자 유치로그인 필요두 원이 겹쳐진 영역을 반복해서 누르면 가려진 원이 선택됩니다.전체 투자자7개사(명)데브시스터즈벤처스한국∙기업벤처캐피탈포항공과대학교기술지주한국∙액셀러레이터퓨처플레이한국∙액셀러레이터더웰스인베스트먼트한국∙벤처캐피탈신용보증기금한국∙금융회사신한자산운용한국∙금융회사베이직/프로 플랜 필요베이직/프로 플랜 필요모든 투자자 확인하기
addd,2위바로 확인 가능7년차∙스타트업
addd,57어댑트미디어커머스
addd,2025-03-01
addd,에이비스유방암 병리영상 판독 AI 솔루션
addd,바로 확인 가능TIPS∙스타트업
addd,임직원 수 (2025-03)29명YoY 0%
addd,버킷플레이스
addd,2년간의 MAU를 확인하고다운로드 해보세요
addd,undefined 기준 ?원
addd,"주요 서비스로는 옥외광고 플랫폼 '애드링크'와 강남 핵심 클리닉 제휴 광고 매체 '달고D' 등이 있으며, 스마트 모빌리티 광고 송출 매체에 대한 규제 샌드박스 승인을 받기도 했다. 애드는 현재 씨엔티테크의 스포츠..."
addd,2억 16만원
addd,플러그링크전기차 충전기
addd,스탠다드에너지
addd,"자본금로그인 필요undefined 기준 ?원등기부등본 (2025-03-14 갱신)연혁애드2018-04-17 - 설립인증 및 자격🧪일반형 팁스(TIPS)R&D 자금 최대 5억원(2년) + 창업사업화·해외마케팅 자금 각 최대 1억원연락처이메일로그인 필요전화번호알 수 없음홈페이지addd.ai본사 주소한국, 대전광역시대전광역시 유성구 대학로 143-1, 1층 엠1호(궁동)"
addd,박찬수 HS애드 대표는 'AI 시대 광고산업 변화와 전망'을 주제로 광고영상 콘텐츠 제작이 변화하는 흐름을 소개한다. 기업들의 경쟁 화두가 AI 기술 활용 능력에서 콘텐츠의 완성도로 달라진 과정을 돌아보며 필수적 요건...
addd,데이터베이스에서 확인하기
addd,문학뉴스9일 전
addd,등이 있습니다.
addd,더보기 12 / 182
addd,망고부스트코리아데이터처리가속기
addd,유방암 병리영상 판독 AI 솔루션
addd,8티오더티오더
addd,대전광역시 소재의 다른 광고마케팅 스타트업
addd,주미당취중미담
addd,씨피엔터테인먼트연예매니지먼트
addd,리브스메드아티센셜
addd,선택한 라운드비공개알 수 없음
addd,"기업 개요홈페이지주식회사애드(Addd)는2019년 9월에 설립된한국계∙스타트업입니다.광고마케팅∙마케팅솔루션분야의달고가 주요 제품/서비스입니다.본사는한국∙대전광역시에 위치해있습니다.현재 대표자는안상현입니다.유사 기업은코드365∙디노스튜디오∙파이온코퍼레이션∙플레이업파트너스등이 있습니다.달고연관 키워드광고효과 측정광고테크놀로지디지털 마케팅모빌리티AI 기술인공지능마케팅+2주요 정보상태비상장업력5.6년투자 라운드 (4건)Series A투자 유치 (2.0년 전)63억+매출 (2024)프로 플랜 필요임직원 수 (2025-03)29명YoY 0%특허 (11개월 전)6개최근 뉴스더보기2시간 전[전화성의 스타트업 모닝커피 1069회] 애드2일 전[줌인] 캣츠아이, K팝 방법론 통했다... '날리'로 인기 방점4일 전최현화 모델 캐스팅 전문가님께8일 전美, 구글 광고기술도 강제 매각 추진...온라인 독점 제동"
addd,티오더티오더
addd,74니즈미리
addd,상태비상장업력5.6년투자 라운드 (4건)Series A투자 유치 (2.0년 전)63억+매출 (2024)프로 플랜 필요임직원 수 (2025-03)29명YoY 0%특허 (11개월 전)6개
addd,리얼월드피지컬 AI 모델
addd,2위바로 확인 가능TIPS∙스타트업
addd,본사는한국∙대전광역시에 위치해있습니다.현재 대표자는안상현입니다.
addd,Series A63억 1953만원
addd,주요 임직원총 1명
addd,홈페이지addd.ai
addd,52힐링페이퍼강남언니
addd,정부/공기업
addd,애드사내이사
addd,"브랜드, 마케팅, 커머스 분야에서 디지털 마케팅 솔루션과 AI 기반 광고 성과 분석 제공"
addd,"'전설 고청(高淸) 53', 통영에 전설을 새기다"
addd,"문학뉴스9일 전'전설 고청(高淸) 53', 통영에 전설을 새기다광고대행사 한컴(전 삼희기획)과 HS애드(전 LG애드)에서 일했다. 『당신은 특별합니다』, 『북두칠성 브랜딩』, 『편지, 쓰고 볼 일입니다』, 『이젠 휘둘리지 마!』, 『이태원 러브레터』, 『응크라테스의 직장인...애드"
addd,27릴리스에이아이릴리스AI
addd,"* 본점, 지점의 고용 데이터를 합산하여 산출한 결과입니다."
addd,🧪일반형 팁스(TIPS)R&D 자금 최대 5억원(2년) + 창업사업화·해외마케팅 자금 각 최대 1억원
addd,스탠다드에너지바나듐 이온 배터리
addd,부명한국∙스타트업브이앤에스자산운용한국∙금융회사오투메디한국∙스타트업템퍼스한국∙스타트업
addd,59넥스아이면역항암제
addd,제트에이아이블럭스
addd,소재지총 투자 유치 금액 순
addd,스푼랩스스푼
addd,TIPS에 선정된 광고마케팅 스타트업TIPS최근 투자 유치일 순
addd,템퍼스한국∙스타트업
addd,플래텀2시간 전
addd,리벨리온AI 반도체
addd,* 과거 회사명부터 지금 회사명까지의 인원 변동을 확인할 수 있습니다.
addd,53인터그래비티테크놀로지스궤도수송선
addd,45노타온디바이스 AI 솔루션
addd,선정된 기업은 △루디멘터리(기능성 러닝 브랜드 및 플랫폼) △맹그로브솔루션(장애인·비장애인용 스마트 운동기구) △민트멤버스(스포츠·패션 케어 SaaS) △바크(센서 기반 맞춤형 스마트 풋웨어) △애드(인터랙티브...
addd,삼도환경플라즈마 탈취살균기
addd,"아시아경제19일 전방송·제작사 미래 AI 활용 전략, 키포인트는...박찬수 HS애드 대표는 'AI 시대 광고산업 변화와 전망'을 주제로 광고영상 콘텐츠 제작이 변화하는 흐름을 소개한다. 기업들의 경쟁 화두가 AI 기술 활용 능력에서 콘텐츠의 완성도로 달라진 과정을 돌아보며 필수적 요건...애드"
addd,99야놀자NOL 야놀자
addd,최근 뉴스더보기
addd,비프로컴퍼니비프로11
addd,55로칼로칼
addd,바리코퍼레이션
addd,두어스ZVZO
addd,테오예능/드라마 제작
addd,모레 AI 플랫폼
addd,58그래비티벤처스투자조합
addd,모션캡쳐 솔루션
addd,"2022년 2월 22일 NMIXX 싱글 'AD MARE'(애드 마레)로 데뷔한 후 2025년 3월 미니 4집 'Fe3O4: FORWARD'(에프이쓰리오포: 포워드) 활동에 이르기까지 비주얼, 퍼포먼스, 가창력 등 각 요소를 고루 갖춘 '육각형 걸그룹'의 리더로..."
addd,컬리마켓컬리
addd,데이터처리가속기
addd,유사 제품과 데이터 더보기
addd,29명YoY 0%
addd,2020년 ~ 2025년
addd,비바리퍼블리카토스
addd,바나듐 이온 배터리
addd,디노스튜디오
addd,특허 (11개월 전)
addd,62여기어때컴퍼니여기어때
addd,뮤즈엠펫타버스
addd,제품/서비스1
addd,무니스미라클나잇
addd,아시아경제19일 전
addd,2023-05-31
addd,바로 확인 가능대전광역시∙스타트업
addd,TIPS에 선정된 광고마케팅 스타트업TIPS최근 투자 유치일 순회사분야최근 투자 유치일 순인증 자격1위바로 확인 가능TIPS∙스타트업광고마케팅바로 확인 가능바로 확인 가능2위바로 확인 가능TIPS∙스타트업광고마케팅바로 확인 가능바로 확인 가능데이터베이스에서 확인하기
addd,테크타카아르고
addd,자세히 보기
addd,일반형 팁스(TIPS)R&D 자금 최대 5억원(2년) + 창업사업화·해외마케팅 자금 각 최대 1억원
addd,Seed4억원
addd,바로 확인 가능7년차∙스타트업
addd,통신판매신고 제2017-서울마포-1223호
addd,힐링페이퍼강남언니
addd,알 수 없음
addd,임팩트마이크로인플루언서 AI 마케팅 플랫폼
addd,20플랫포스폰기프트
addd,유사 기업은
addd,액셀러레이팅
addd,클라썸클라썸
addd,원컵원컵프로
addd,브이원프라이빗에쿼티
addd,통합검색투자/M&AIR스타트업투자자펀드뉴스지원사업
addd,"전자신문21일 전씨엔티테크, '2025 스포츠산업 창업도약센터' 지원 대상 13개 스타트업 ...선정된 기업은 △루디멘터리(기능성 러닝 브랜드 및 플랫폼) △맹그로브솔루션(장애인·비장애인용 스마트 운동기구) △민트멤버스(스포츠·패션 케어 SaaS) △바크(센서 기반 맞춤형 스마트 풋웨어) △애드(인터랙티브...애드"
addd,릴리스에이아이릴리스AI
addd,전체 투자자
addd,에이드AI 동영상 맥락분석 기반 유해 콘텐츠 광고 노출 차단 솔루션
addd,현재애드한국∙스타트업
addd,광고마케팅마케팅솔루션분야
addd,"당사 및 당사 임직원은 절대로 문자 또는 카카오톡 등을 통한 투자 상담 및 계좌 입금 유도를 하지 않으며, 유사 증권/가상화폐 거래소를 일절 운영하고 있지 않습니다. 이러한 범죄행위로 인하여 피해를 보시는 일이 없도록 주의해주시기를 바랍니다. 당사가 2016년부터 운영 중인 웹서비스 도메인은 thevc.kr가 유일합니다. imthevc.com, itvsjh.com등은 당사가 운영하는 웹서비스가 아닙니다.자세히 보기"
addd,반도체 ALE 장비
addd,연예매니지먼트
addd,43고위드고위드카드
addd,"뉴스엔미디어21일 전""외모 체크"" 유행시킨 엔믹스 해원, 백상 예능상·인기상 후보 등극2022년 2월 22일 NMIXX 싱글 'AD MARE'(애드 마레)로 데뷔한 후 2025년 3월 미니 4집 'Fe3O4: FORWARD'(에프이쓰리오포: 포워드) 활동에 이르기까지 비주얼, 퍼포먼스, 가창력 등 각 요소를 고루 갖춘 '육각형 걸그룹'의 리더로...애드"
